0.2	0.2	0.2	0.2	0.2	
0.18	0.28	0.18	0.18	0.18	
0.16	0.26	0.16	0.16	0.26	
0.14	0.24	0.14	0.14	0.34	
0.12	0.22	0.12	0.12	0.42	
0.1	0.2	0.1	0.1	0.5	
0.14	0.18	0.1	0.1	0.48	
0.12	0.16	0.16	0.1	0.46	
0.1	0.14	0.14	0.18	0.44	
0.1	0.2	0.12	0.16	0.42	
0.18	0.18	0.1	0.14	0.4	
0.16	0.16	0.18	0.12	0.38	
0.14	0.14	0.16	0.2	0.36	
0.12	0.12	0.14	0.18	0.44	
0.1	0.2	0.12	0.16	0.42	
0.18	0.18	0.1	0.14	0.4	
0.16	0.16	0.1	0.12	0.46	
0.14	0.22	0.1	0.1	0.44	
0.12	0.2	0.1	0.16	0.42	
0.1	0.18	0.18	0.14	0.4	
0.1	0.16	0.16	0.2	0.38	
